Owner's Name,City,Property Location,Block,Lot,Owner's Mailing Address,Sq. Ft.,Yr. Built,Building Class,Prior Block,Prior Lot,Land Desc,Building Desc,Acreage,Taxes 1,Deed Book,Deed Page,Sale Price,NU Code,Ratio,Type/Use,Land Assmnt,Building Assmnt,Exempt,Total Assmnt,Assessed,Year,Latitude,Longitude,Neigh,VCS,StyDesc,Style,Join
"JCM PROPERTIES VI, LLC",Paterson,75-77 NORTH MAIN STREET,210,41,449 EAST 18TH STREET,0,,37,A0033,26,CONDO UNIT 2,510 SF 1 BDRM,0.0662,2810.93,D3373,197,0,0,0,6,20600,42200,0,62800,62800,2021,0,0,108,A108,CONDOMINIUM (1 FL.),CM,00210    00041    C002 M
"JCM PROPERTIES VI, LLC",Paterson,252-254 PARK AVENUE,4105,4,449 EAST 18TH STREET,0,,37,F0734,4,CONDO UNIT 252-4,513 SF 2 BDRM,0.0862,2819.88,3377,156,0,0,0,6,20600,42400,0,63000,63000,2021,0,0,419,A419,CONDOMINIUM (1 FL.),CM,04105    00004    C004 M
"JCM PROPERTIES VI, LLC",Paterson,252-254 PARK AVENUE,4105,4,449 EAST 18TH STREET,0,,37,F0734,4,CONDO UNIT 252-2,538 SF 1 BDRM,0.0862,2882.54,D3377,156,0,0,0,6,20600,43800,0,64400,64400,2021,0,0,419,A419,CONDOMINIUM (1 FL.),CM,04105    00004    C002 M
"JCM PROPERTIES VI, LLC",Paterson,75-77 NORTH MAIN STREET,210,41,449 EAST 18TH STREET,0,,37,A0033,26,CONDO UNIT 9,424 SF 1 BDRM,0.0662,2587.13,D3373,197,0,0,0,6,20600,37200,0,57800,57800,2021,0,0,108,A108,CONDOMINIUM (1 FL.),CM,00210    00041    C009 M
"JCM PROPERTIES VI, LLC",Paterson,75-77 NORTH MAIN STREET,210,41,449 EAST 18TH STREET,0,,37,A0033,26,CONDO UNIT 8,722 SF 2 BDRM,0.0662,3361.48,D3373,197,0,0,0,6,20600,54500,0,75100,75100,2021,0,0,108,A108,CONDOMINIUM (1 FL.),CM,00210    00041    C008 M
"JCM PROPERTIES VI, LLC",Paterson,75-77 NORTH MAIN STREET,210,41,449 EAST 18TH STREET,0,,37,A0033,26,CONDO UNIT 6,472 SF 2 BDRM,0.0662,2712.46,D3373,197,0,0,0,6,20600,40000,0,60600,60600,2021,0,0,108,A108,CONDOMINIUM (1 FL.),CM,00210    00041    C006 M
"JCM PROPERTIES VI, LLC",Paterson,252-254 PARK AVENUE,4105,4,449 EAST 18TH STREET,0,,37,F0734,4,CONDO UNIT 254-3,500 SF 1 BDRM,0.0862,2784.07,D3377,156,0,0,0,6,20600,41600,0,62200,62200,2021,0,0,419,A419,CONDOMINIUM (1 FL.),CM,04105    00004    C007 M
"JCM PROPERTIES VI, LLC",Paterson,252-254 PARK AVENUE,4105,4,449 EAST 18TH STREET,0,,37,F0734,4,CONDO UNIT 254-4,513 SF 2 BDRM,0.0862,2819.88,D3377,156,0,0,0,6,20600,42400,0,63000,63000,2021,0,0,419,A419,CONDOMINIUM (1 FL.),CM,04105    00004    C008 M
"JCM PROPERTIES VI, LLC",Paterson,252-254 PARK AVENUE,4105,4,449 EAST 18TH STREET,0,,37,F0734,4,CONDO UNIT 254-2,513 SF 1 BDRM,0.0862,2819.88,D3377,156,0,0,0,6,20600,42400,0,63000,63000,2021,0,0,419,A419,CONDOMINIUM (1 FL.),CM,04105    00004    C006 M
"JCM PROPERTIES VII, LLC",Paterson,130 N MAIN ST,215,21,449 EAST 18TH STREET,5372,1877,,A0034,2,25X100,3  F,0.0574,0,D2903,34,6,0,0,,0,0,0,0,0,2021,0,0,141,S141,,,00215    00021         M
JCM PROPERTIES VIII LLC,Paterson,83-85 NORTH 5TH ST,407,11,449 EAST 18TH STREET,530,,37,A0073,12,CONDO UNIT 1,530 SF 2 BDRM,0.1148,2972.06,D3367,109,0,0,0,6,8800,57600,0,66400,66400,2021,0,0,144,S144,CONDOMINIUM (1 FL.),CM,00407    00011    C001 M
"JCM PROPERTIES VIII, LLC",Paterson,161 12TH AVENUE,3502,41,449 EAST 18TH STREET,0,,,E0601,28,,,0.115,3034.73,D3367,217,0,0,0,,17200,0,0,17200,17200,2021,0,0,447,S447,,,03502    00041    C004 M
"JCM PROPERTIES VIII, LLC",Paterson,161 12TH AVENUE,3502,41,449 EAST 18TH STREET,0,,,E0601,28,,,0.115,1745.64,D3367,217,0,0,0,,8600,0,0,8600,8600,2021,0,0,447,S447,,,03502    00041    C005 M
"JCM PROPERTIES VIII, LLC",Paterson,71-73 N MAIN STREET,209,9,449 EAST 18TH STREET,0,,37,A0043,11,CONDO UNIT 1,785 SF 2 BDRM,0.1375,3522.61,D3367,163,1,0,7870000,6,20600,58100,0,78700,78700,2021,0,0,107,A107,CONDOMINIUM (1 FL.),CM,00209    00009    C001 M
"JCM PROPERTIES VIII, LLC",Paterson,71-73 N MAIN STREET,209,9,449 EAST 18TH STREET,0,,37,A0043,11,CONDO UNIT 2,706 SF 2 BDRM,0.1375,3321.19,D3367,163,1,0,7420000,6,20600,53600,0,74200,74200,2021,0,0,107,A107,CONDOMINIUM (1 FL.),CM,00209    00009    C002 M
"JCM PROPERTIES VIII, LLC",Paterson,71-73 N MAIN STREET,209,9,449 EAST 18TH STREET,0,,37,A0043,11,CONDO UNIT 3,630 SF 2 BDRM,0.1375,3124.25,D3367,163,1,0,6980000,6,20600,49200,0,69800,69800,2021,0,0,107,A107,CONDOMINIUM (1 FL.),CM,00209    00009    C003 M
"JCM PROPERTIES VIII, LLC",Paterson,71-73 N MAIN STREET,209,9,449 EAST 18TH STREET,0,,37,A0043,11,CONDO UNIT 4,845 SF 3 BDRM,0.1375,3679.27,D3367,163,1,0,8220000,6,20600,61600,0,82200,82200,2021,0,0,107,A107,CONDOMINIUM (1 FL.),CM,00209    00009    C004 M
"JCM PROPERTIES VIII, LLC",Paterson,71-73 N MAIN STREET,209,9,449 EAST 18TH STREET,0,,37,A0043,11,CONDO UNIT 5,630 SF 2 BDRM,0.1375,3124.25,D3367,163,1,0,6980000,6,20600,49200,0,69800,69800,2021,0,0,107,A107,CONDOMINIUM (1 FL.),CM,00209    00009    C005 M
"JCM PROPERTIES VIII, LLC",Paterson,71-73 N MAIN STREET,209,9,449 EAST 18TH STREET,0,,37,A0043,11,CONDO UNIT 6,845 SF 3 BDRM,0.1375,3679.27,D3367,163,1,0,8220000,6,20600,61600,0,82200,82200,2021,0,0,107,A107,CONDOMINIUM (1 FL.),CM,00209    00009    C006 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 E. MAIN STREET,118,20,449 EAST 18TH STREET,0,,37,A0018,23,CONDO UNIT 1,600 SF 2 BDRM,0.1214,3043.68,D3366,217,1,0,6800000,6,20600,47400,0,68000,68000,2021,0,0,105,A106,CONDOMINIUM (1 FL.),CM,00118    00020    C001 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 E MAIN STREET,118,20,449 EAST 18TH STREET,0,,37,A0018,23,CONDO UNIT 2,560 SF 2 BDRM,0.1214,2940.73,D3366,217,1,0,6570000,6,20600,45100,0,65700,65700,2021,0,0,106,A106,CONDOMINIUM (1 FL.),CM,00118    00020    C002 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 E MAIN STREET,118,20,449 EAST 18TH AVENUE,0,,37,A0018,23,CONDO UNIT 3,600 SF 2 BDRM,0.1214,3043.68,D3366,217,1,0,6800000,6,20600,47400,0,68000,68000,2021,0,0,106,A106,CONDOMINIUM (1 FL.),CM,00118    00020    C003 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 E MAIN STREET,118,20,449 EAST 18TH STREET,0,,37,A0018,23,CONDO UNIT 4,560 SF 2 BDRM,0.1214,2940.73,D3366,217,1,0,6570000,6,20600,45100,0,65700,65700,2021,0,0,106,A106,CONDOMINIUM (1 FL.),CM,00118    00020    C004 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 E MAIN STREET,118,20,449 EAST 18TH STREET,0,,37,A0018,23,CONDO UNIT 5,600 SF 2 BDRM,0.1214,3043.68,D3366,217,1,0,6800000,6,20600,47400,0,68000,68000,2021,0,0,106,A106,CONDOMINIUM (1 FL.),CM,00118    00020    C005 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 E MAIN STREET,118,20,449 EAST 18TH STREET,0,,37,A0018,23,CONDO UNIT 6,560 SF 2 BDRM,0.1214,2940.73,D3366,217,1,0,6570000,6,20600,45100,0,65700,65700,2021,0,0,106,A106,CONDOMINIUM (1 FL.),CM,00118    00020    C006 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 NORTH 8TH ST,415,18,449 EAST 18TH STREET,663,,37,A0081,3,CONDO UNIT 102-2,663 SF 2 BDRM,0.1148,2891.5,D3367,515,0,0,0,6,9600,55000,0,64600,64600,2021,0,0,205,S205,CONDOMINIUM (1 FL.),CM,00415    00018    C002 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 NORTH 8TH ST,415,18,449 EAST 18TH STREET,1092,,37,A0081,3,CONDO UNIT 102-3,1092 SF 2 BDRM,0.1148,4341.72,D3367,515,0,0,0,6,15200,81800,0,97000,97000,2021,0,0,205,S205,CONDOMINIUM (1 FL.),CM,00415    00018    C003 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 NORTH 8TH ST,415,18,449 EAST 18TH STREET,442,,37,A0081,3,CONDO UNIT 102-4,442 SF 1 BDRM,0.1148,2121.62,D3367,515,0,0,0,6,6200,41200,0,47400,47400,2021,0,0,205,S205,CONDOMINIUM (1 FL.),CM,00415    00018    C004 M
"JCM PROPERTIES VIII, LLC",Paterson,102-104 NORTH 8TH ST,415,18,449 EAST 18TH STREET,1092,,37,A0081,3,CONDO UNIT 104-1,1092 SF 2 BDRM,0.1148,4341.72,D3367,515,0,0,0,6,15200,81800,0,97000,97000,2021,0,0,205,S205,CONDOMINIUM (1 FL.),CM,00415    00018    C005 M
"JCM PROPERTIES VIII, LLC",Paterson,83-85 NORTH 5TH ST,407,11,449 EAST 18TH STREET,931,,37,A0073,12,CONDO UNIT 2,931 SF 3 BDRMS,0.1148,4677.42,D3367,109,0,0,0,6,15800,88700,0,104500,104500,2021,0,0,144,S144,CONDOMINIUM (1 FL.),CM,00407    00011    C002 M
"JCM PROPERTIES VIII, LLC",Paterson,83-85 NORTH 5TH ST,407,11,449 EAST 18TH STREET,530,,37,A0073,12,CONDO UNIT 3,530 SF 2 BDRMS,0.1148,2972.06,D3367,109,0,0,0,6,8800,57600,0,66400,66400,2021,0,0,144,S144,CONDOMINIUM (1 FL.),CM,00407    00011    C003 M
"JCM PROPERTIES VIII, LLC",Paterson,83-85 NORTH 5TH STREET,407,11,449 EAST 18TH STREETET,600,,37,A0073,12,CONDO UNIT 4,660 SF 3 BDRMS,0.1148,3289.86,D3367,109,0,0,0,6,10500,63000,0,73500,73500,2021,0,0,144,S144,CONDOMINIUM (1 FL.),CM,00407    00011    C004 M
"JCM PROPERTIES VIII, LLC",Paterson,83-85 NORTH 5TH STREET,407,11,449 EAST 18TH STREET,530,,37,A0073,12,CONDO UNIT 5,530 SF 2 BDRM,0.1148,2972.06,D3367,109,0,0,0,6,8800,57600,0,66400,66400,2021,0,0,144,S144,CONDOMINIUM (1 FL.),CM,00407    00011    C005 M
"JCM PROPERTIES VIII, LLC",Paterson,83-85 NORTH 5TH ST,407,11,449 EAST 18TH STREET,574,,37,A0073,12,CONDO UNIT 7,574 SF 2 BDRMS,0.1148,3160.06,D3367,109,0,0,0,6,9600,61000,0,70600,70600,2021,0,0,144,S144,CONDOMINIUM (1 FL.),CM,00407    00011    C007 M
"JCM PROPERTIES VIII, LLC",Paterson,83-85 NORTH 5TH ST,407,11,449 EAST 18TH STREET,600,,37,A0073,12,CONDO UNIT 8,600 SF 1 BDRM,0.1148,3289.86,D3367,109,0,0,0,6,10500,63000,0,73500,73500,2021,0,0,144,S144,CONDOMINIUM (1 FL.),CM,00407    00011    C008 M
"JCM PROPERTIES VIII, LLC",Paterson,109 STRAIGHT ST,3605,31,449 EAST 18TH STREET,576,,37,D0533,16,CONDO UNIT 1,576 SF 2 BDRMS,0.0544,2685.6,D3369,172,0,0,0,6,8200,51800,0,60000,60000,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00031    C001 M
"JCM PROPERTIES VIII, LLC",Paterson,109 STRAIGHT ST,3605,31,449 EAST 18TH STREET,596,,37,D0533,16,CONDO UNIT 2,596 SF 2 BDRMS,0.0544,2766.17,D3369,172,0,0,0,6,8700,53100,0,61800,61800,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00031    C002 M
"JCM PROPERTIES VIII, LLC",Paterson,109 STRAIGHT ST,3605,31,449 EAST 18TH STREET,576,,37,D0533,16,CONDO UNIT 3,576 SF 2 BDRMS,0.0544,2685.6,D3369,172,0,0,0,6,8200,51800,0,60000,60000,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00031    C003 M
"JCM PROPERTIES VIII, LLC",Paterson,109 STRAIGHT ST,3605,31,449 EAST 18TH STREET,596,,37,D0533,16,CONDO UNIT 4,596 SF 2 BDRMS,0.0544,2766.17,D3369,172,0,0,0,6,8700,53100,0,61800,61800,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00031    C004 M
"JCM PROPERTIES VIII, LLC",Paterson,109 STRAIGHT ST,3605,31,449 EAST 18TH STREET,576,,37,D0533,16,CONDO UNIT 5,576 SF 2 BDRMS,0.0544,2685.6,D3369,172,0,0,0,6,8200,51800,0,60000,60000,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00031    C005 M
"JCM PROPERTIES VIII, LLC",Paterson,109 STRAIGHT ST,3605,31,449 EAST 18TH STREET,596,,37,D0533,16,CONDO UNIT 6,596 SF 2 BDRMS,0.0544,2766.17,D3369,172,0,0,0,6,8700,53100,0,61800,61800,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00031    C006 M
"JCM PROPERTIES VIII, LLC",Paterson,111 STRAIGHT ST,3605,30,449 EAST 18TH STREET,576,,37,D0533,17,CONDO UNIT 1F,588 SF 2 BDRMS,0.0539,2681.12,D3369,228,0,0,0,6,8100,51800,0,59900,59900,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00030    C001 M
"JCM PROPERTIES VIII, LLC",Paterson,111 STRAIGHT ST,3605,30,449 EAST 18TH STREET,596,,37,D0533,17,CONDO UNIT 1R,578 SF 2 BDRMS,0.0539,2761.69,D3369,228,0,0,0,6,8600,53100,0,61700,61700,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00030    C002 M
"JCM PROPERTIES VIII, LLC",Paterson,111 STRAIGHT ST,3605,30,449 EAST 18TH STREET,576,,37,D0533,17,CONDO UNIT 2F,588 SF 2 BDRMS,0.0539,2681.12,D3369,228,0,0,0,6,8100,51800,0,59900,59900,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00030    C003 M
"JCM PROPERTIES VIII, LLC",Paterson,111 STRAIGHT ST,3605,30,449 EAST 18TH STREET,596,,37,D0533,17,CONDO 2R,578 SF 2 BDRMS,0.0539,2761.69,D3369,228,0,0,0,6,8600,53100,0,61700,61700,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00030    C004 M
"JCM PROPERTIES VIII, LLC",Paterson,111 STRAIGHT ST,3605,30,449 EAST 18TH STREET,576,,37,D0533,17,CONDO UNIT 3F,588 SF 2 BDRMS,0.0539,2681.12,D3369,228,0,0,0,6,8100,51800,0,59900,59900,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00030    C005 M
"JCM PROPERTIES VIII, LLC",Paterson,111 STRAIGHT ST,3605,30,449 EAST 18TH STREET,596,,37,D0533,17,CONDO UNIT 3R,578 SF 2 BDRMS,0.0539,2761.69,D3369,228,0,0,0,6,8600,53100,0,61700,61700,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03605    00030    C006 M
"JCM PROPERTIES VIII, LLC",Paterson,161 12TH AVENUE,3502,41,449 EAST 18TH STREET,0,,,E0601,28,,,0.115,3701.65,D3367,217,0,0,0,,0,0,0,0,0,2021,0,0,447,S447,,,03502    00041    C002 M
"JCM PROPERTIES VIII, LLC",Paterson,161 12TH AVENUE,3502,41,449 EAST 18TH STREET,0,,,E0601,28,,,0.115,6445.44,D3367,217,0,0,0,,0,0,0,0,0,2021,0,0,447,S447,,,03502    00041    C003 M
JCM PROPERTIES X LLC,Paterson,129-131 E HOLSMAN ST,120,12,449 EAST 18TH STREET,1868,1877,45,A0020,32,50X100,2  F 4G  O 1,0.115,7895.66,D3039,205,0,0,0,42,25500,150900,0,176400,176400,2021,0,0,104,S104,COLONIAL,CL,00120    00012         M
JCM PROPERTIES X LLC,Paterson,128 E HOLSMAN ST,121,14,449 EAST 18TH STREET,1866,1887,45,A0021,8,26X50,2  F,0.03,5827.75,D3039,205,0,0,0,42,12100,118100,0,130200,130200,2021,0,0,104,S104,COLONIAL,CL,00121    00014         M
JCM PROPERTIES X LLC,Paterson,17 N 3RD ST,304,11,449 EAST 18TH STREET,1983,,45,A0060,23,25X100,2  F,0.057,6588.67,D3039,205,0,0,0,42,31900,115300,0,147200,147200,2021,0,0,101,S101,COLONIAL,CL,00304    00011         M
JCM PROPERTIES X LLC,Paterson,476 E 19TH ST,3301,16,449 EAST 18TH STREET,2254,,45,E0644,27,25X100,2  F,0.057,6745.33,D3039,205,0,0,0,42,17500,133200,0,150700,150700,2021,0,0,401,S401,COLONIAL,CL,03301    00016         M
JCM PROPERTIES X LLC,Paterson,184-186 GODWIN AVE,3507,11,449 EAST 18TH STREET,2094,,45,D0603,6,25X100,2  F,0.057,7157.12,D3039,205,0,0,0,42,19700,140200,0,159900,159900,2021,0,0,401,S401,COLONIAL,CL,03507    00011         M
JCM PROPERTIES X LLC,Paterson,337 HAMILTON AVE,3507,28,441-449 E 18TH ST,2330,,45,E0603,36,25X100,2  F,0.057,5272.73,3742,252,1,3,11780000,42,17500,100300,0,117800,117800,2021,0,0,401,S401,COLONIAL,CL,03507    00028         M
JCM PROPERTIES X LLC,Paterson,115 GODWIN AVE,3515,36,441-449 E 18TH ST,1024,,16,D0599,27,25X100,2  F,0.057,2672.17,3742,245,1,3,5970000,1,21800,37900,0,59700,59700,2021,0,0,401,S401,COLONIAL,CL,03515    00036         M
JCM PROPERTIES X LLC,Paterson,720 E 18TH ST,4213,21,4498 EAST 18TH STREET,2578,,45,F0724,38,26X57,2   F,0.032,7036.27,D3039,205,0,0,0,42,10500,146700,0,157200,157200,2021,0,0,403,S403,COLONIAL,CL,04213    00021         M
JCM PROPERTIES X LLC,Paterson,28 PEARL ST,4317,10,449 EAST 18TH STREET,1632,,45,G0813,12,25X72,2   F,0.042,5563.67,D3039,197,0,25,0,42,14900,109400,0,124300,124300,2021,0,0,403,S403,COLONIAL,CL,04317    00010         M
JCM PROPERTIES X LLC,Paterson,92 MERCER STREET,3017,22,441 449 E 18TH ST,733,1935,37,C0491,35,CONDO UNIT 3,733 SF 3 BDRM,0.04,2851.21,3747,1,1,3,6370000,6,6700,57000,0,63700,63700,2021,0,0,402,S402,,D,03017    00022    C003 M
"JCM PROPERTIES X, LLC",Paterson,116 MADISON ST,6111,9,449 EAST 18TH STREET,1961,,45,J1114,23,25X100,2   F,0.057,6745.33,D3039,205,0,0,0,42,19700,131000,0,150700,150700,2021,0,0,403,S403,COLONIAL,CL,06111    00009         M
JCM PROPERTIES X1 LLC,Paterson,102-106 MONTGOMERY STREET,3110,10,449 EAST 18TH STREET,0,1900,37,D0538,9,CONDO UNIT 102-1,674 SF 2 BDRM,0.1497,2636.36,D3810,200,1,0,5890000,6,7800,51100,0,58900,58900,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03110    00010    C001 M
JCM PROPERTIES X1 LLC,Paterson,102-106 MONTGOMERY STREET,3110,10,449 EAST 18TH STREET,0,1900,37,D0538,9,CONDO UNIT 102-2,1054 SF 1 BDRM,0.1497,3795.65,D3810,200,1,0,8480000,6,11900,72900,0,84800,84800,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03110    00010    C002 M
JCM PROPERTIES X1 LLC,Paterson,102-106 MONTGOMERY STREET,3110,10,449 EAST 18TH STREET,0,1900,37,D0538,9,CONDO UNIT 104-1,674 SF 1 BDRM,0.1497,2636.36,D3810,200,1,0,5890000,6,7800,51100,0,58900,58900,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03110    00010    C003 M
JCM PROPERTIES X1 LLC,Paterson,102-106 MONTGOMERY STREET,3110,10,449 EAST 18TH STREET,0,1900,37,D0538,9,CONDO UNIT 104-2,674 SF 1 BDRM,0.1497,2636.36,38101,200,1,0,5890000,6,7800,51100,0,58900,58900,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03110    00010    C004 M
JCM PROPERTIES X1 LLC,Paterson,102-106 MONTGOMERY STREET,3110,10,449 EAST 18TH STREET,0,1900,37,D0538,9,CONDO UNIT 104-3,498 SF 2 BDRM,0.1497,2090.29,D3810,200,0,0,0,6,5700,41000,0,46700,46700,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03110    00010    C005 M
"JCM PROPERTIES X1,LLC",Paterson,186 GOVERNOR ST,3501,2,45 HIGHLAND PLACE,1202,,45,D0600,14,27X91,2  F,0.057,9699.49,D3068,241,95,0,228105.2632,42,17400,199300,0,216700,216700,2021,0,0,401,S401,COLONIAL,CL,03501    00002         M
"JCM PROPERTIES X1,LLC",Paterson,43 12TH AVE,3603,34,45 HIGHLAND PLACE,2014,1997,45,E0521,26,25X100,2 FAMILY,0.057,7846.43,D3068,233,95,25,184526.3158,42,21900,153400,0,175300,175300,2021,0,0,401,S401,COLONIAL,CL,03603    00034         M
JCM PROPERTIES XI LLC,Paterson,128-130 E MAIN ST,117,19,449 EAST 18TH STREET,756,,37,A0016,8,CONDO UNIT 130-2,756 SF 3 BDRM,0.1099,4256.68,D3514,118,0,0,0,6,11400,83700,0,95100,95100,2021,0,0,141,S141,CONDOMINIUM (1 FL.),CM,00117    00019    C005 M
JCM PROPERTIES XI LLC,Paterson,108 MADISON ST,6111,5,45 HIGHLAND PLACE,1908,,45,J1114,27,25X100,2   F,0.057,6982.56,D3068,136,95,0,164210.5263,42,19700,136300,0,156000,156000,2021,0,0,403,S403,COLONIAL,CL,06111    00005         M
JCM PROPERTIES XI LLC,Paterson,121-123 KEEN STREET,3006,14,441-449 E 18TH ST,835,1925,37,C0488,16,CONDO UNIT-121-1,835 SF 3 BDRM,0.086,2954.16,3746,163,1,3,6600000,6,5700,60300,0,66000,66000,2021,0,0,402,S402,,D,03006    00014    C001 M
JCM PROPERTIES XI LLC,Paterson,121-123 KEEN STREET,3006,14,441-449 E 18TH ST,1330,1925,37,C0488,16,CONDO UNIT 121-2,1330 SF 4 BDRM,0.086,4390.96,3746,163,1,3,9810000,6,9400,88700,0,98100,98100,2021,0,0,402,S402,,D,03006    00014    C002 M
JCM PROPERTIES XI LLC,Paterson,121-123 KEEN STREET,3006,14,441-449 E 18TH ST,835,1925,37,C0488,16,CONDO UNIT 123-1,835 SF 3 BDRM,0.086,2954.16,3746,163,1,3,6600000,6,5700,60300,0,66000,66000,2021,0,0,402,S402,,D,03006    00014    C003 M
JCM PROPERTIES XI LLC,Paterson,121-123 KEEN STREET,3006,14,441-449 E 18TH ST,1330,1925,37,C0488,16,CONDO UNIT 123-2,1330 SF 4 BDRM,0.086,4390.96,3746,163,1,3,9810000,6,9400,88700,0,98100,98100,2021,0,0,402,S402,,D,03006    00014    C004 M
JCM PROPERTIES XI LLC,Paterson,19-21 N 3RD STREET,304,10,441-449 E 18TH ST,835,1925,37,A0060,24,CONDO UNIT 1,1276 SF 2 BDRM,0.131,4655.04,3746,163,1,3,10400000,6,18400,85600,0,104000,104000,2021,0,0,101,S101,,D,00304    00010    C001 M
JCM PROPERTIES XI LLC,Paterson,19-21 N 3RD STREET,304,10,441-449 E 18TH ST,2051,1935,37,A0060,24,CONDO UNIT 2,2051 SF 4 BDRM,0.131,7376.45,3746,163,1,3,16480000,6,28700,136100,0,164800,164800,2021,0,0,101,S101,,D,00304    00010    C002 M
JCM PROPERTIES XI LLC,Paterson,136 N 7TH STREET,406,18,441-449 E 18TH ST,898,1930,37,A0072,8,CONDO UNIT 1,898 SF 2 BDRM,0.0574,3473.38,3746,163,1,3,7760000,6,13100,64500,0,77600,77600,2021,0,0,101,S101,,D,00406    00018    C001 M
JCM PROPERTIES XI LLC,Paterson,136 N 7TH STREET,406,18,441-449 E 18TH ST,1332,1930,37,A0072,8,CONDO UNIT 2,1332 SF 4 BDRM,0.0574,4847.51,3746,163,1,3,10830000,6,18800,89500,0,108300,108300,2021,0,0,101,S101,,D,00406    00018    C002 M
JCM PROPERTIES XI LLC,Paterson,66 MERCER STREET,3010,12,449 EAST 18TH STREET,876,1925,37,C0490,23,CONDO UNIT 1,876 SF 3 BDRM,0.06,3213.77,D3520,1,0,0,0,6,9100,62700,0,71800,71800,2021,0,0,402,S402,,D,03010    00012    C001 M
JCM PROPERTIES XI LLC,Paterson,66 MERCER STREET,3010,12,449 EAST 18TH STREET,876,1925,37,C0490,23,CONDO UNIT 2,876 SF 3 BDRM,0.06,3213.77,D3520,1,0,0,0,6,9100,62700,0,71800,71800,2021,0,0,402,S402,,D,03010    00012    C002 M
JCM PROPERTIES XI LLC,Paterson,66 MERCER STREET,3010,12,449 EAST 18TH STREET,635,1925,37,C0490,23,CONDO UNIT 3,635 SF 2 BDRM,0.06,2479.7,D3520,1,0,0,0,6,6600,48800,0,55400,55400,2021,0,0,402,S402,,D,03010    00012    C003 M
"JCM PROPERTIES XI, LLC",Paterson,605 MADISON AVE,3420,13,449 EAST 18TH STREET,987,,37,E0624,9,CONDO UNIT 3,987 SF 4 BDRM,0.0618,4865.41,D3522,225,0,0,0,6,7700,101000,0,108700,108700,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03420    00013    C003 M
"JCM PROPERTIES XI, LLC",Paterson,475 ELLISON STREET,4205,28,449 EAST 18TH STREET,824,,37,F0731,51,CONDO UNIT 1,824 SF 3 BDRM,0.055,4023.92,D3521,1,0,0,0,6,0,0,0,0,0,2021,0,0,403,S403,CONDOMINIUM (1 FL.),CM,04205    00028    C001 M
"JCM PROPERTIES XI, LLC",Paterson,475 ELLISON STREET,4205,28,449 EAST 18TH STREET,824,,37,F0731,51,CONDO UNIT 2,824 SF 3 BDRM,0.055,4023.92,D3521,1,0,0,0,6,0,0,0,0,0,2021,0,0,403,S403,CONDOMINIUM (1 FL.),CM,04205    00028    C002 M
"JCM PROPERTIES XI, LLC",Paterson,475 ELLISON STREET,4205,28,449 EAST 18TH STREET,798,,37,F0731,51,CONDO UNIT 3,798 SF 3 BDRM,0.055,3907.55,D3521,1,0,0,0,6,0,0,0,0,0,2021,0,0,403,S403,CONDOMINIUM (1 FL.),CM,04205    00028    C003 M
JCM PROPERTIES XII LLC,Paterson,128-130 E MAIN ST,117,19,449 EAST 18TH STREET,756,,37,A0016,8,CONDO UNIT 130-1,756 SF 3 BDRM,0.1099,4256.68,D3514,118,0,0,0,6,11400,83700,0,95100,95100,2021,0,0,141,S141,CONDOMINIUM (1 FL.),CM,00117    00019    C004 M
JCM PROPERTIES XII LLC,Paterson,128-130 E MAIN ST,117,19,449 EAST 18TH STREET,525,,37,A0016,8,CONDO UNIT 128-3,525 SF 1 BDRM,0.1099,3204.82,D3514,118,0,0,0,6,7800,63800,0,71600,71600,2021,0,0,141,S141,CONDOMINIUM (1 FL.),CM,00117    00019    C003 M
