Owner's Name,City,Property Location,Block,Lot,Owner's Mailing Address,Sq. Ft.,Yr. Built,Building Class,Prior Block,Prior Lot,Land Desc,Building Desc,Acreage,Taxes 1,Deed Book,Deed Page,Sale Price,NU Code,Ratio,Type/Use,Land Assmnt,Building Assmnt,Exempt,Total Assmnt,Assessed,Year,Latitude,Longitude,Neigh,VCS,StyDesc,Style,Join
JCM PROPERTIES XII LLC,Paterson,128-130 E MAIN ST,117,19,449 EAST 18TH STREET,710,,37,A0016,8,CONDO UNIT 128-2,710 SF 2 BDRM,0.1099,4050.78,D3514,118,0,0,0,6,10800,79700,0,90500,90500,2021,0,0,141,S141,CONDOMINIUM (1 FL.),CM,00117    00019    C002 M
JCM PROPERTIES XII LLC,Paterson,125-133 LYON ST,2918,8,449 EAST 18TH STREET,0,1950,,C0447,6,126X40,2  F,0.1555,0,D3512,201,1,0,0,,0,0,0,0,0,2021,0,0,402,S402,,,02918    00008         M
JCM PROPERTIES XII LLC,Paterson,215-217 16TH AVENUE,4210,39,449 EAST 18TH STREET,520,,37,F0733,12,CONDO UNIT 8,520 SF 1 BDRM,0.1154,2497.61,D3515,179,0,0,0,6,10300,45500,0,55800,55800,2021,0,0,449,S449,CONDOMINIUM (1 FL.),CM,04210    00039    C008 M
JCM PROPERTIES XII LLC,Paterson,215-217 16TH AVENUE,4210,39,449 EAST 18TH STREET,520,,37,F0733,12,CONDO UNIT 7,520 SF 1 BDRM,0.1154,2497.61,D3515,179,0,0,0,6,10300,45500,0,55800,55800,2021,0,0,449,S449,CONDOMINIUM (1 FL.),CM,04210    00039    C007 M
JCM PROPERTIES XII LLC,Paterson,215-217 16TH AVENUE,4210,39,449 EAST 18TH STREET,564,,37,F0733,12,CONDO UNIT 6,564 SF 1 BDRM,0.1154,2663.22,D3515,179,0,0,0,6,11300,48200,0,59500,59500,2021,0,0,449,S449,CONDOMINIUM (1 FL.),CM,04210    00039    C006 M
JCM PROPERTIES XII LLC,Paterson,215-217 16TH AVENUE,4210,39,449 EAST 18TH STREET,583,,37,F0733,12,CONDO UNIT 5,583 SF 1 BDRM,0.1154,2766.17,D3515,179,0,0,0,6,12400,49400,0,61800,61800,2021,0,0,449,S449,CONDOMINIUM (1 FL.),CM,04210    00039    C005 M
JCM PROPERTIES XII LLC,Paterson,215-217 16TH AVENUE,4210,39,449 EAST 18TH STREET,520,,37,F0733,12,CONDO UNIT 3,520 SF 1 BDRM,0.1154,2497.61,D3515,179,0,0,0,6,10300,45500,0,55800,55800,2021,0,0,449,S449,CONDOMINIUM (1 FL.),CM,04210    00039    C003 M
JCM PROPERTIES XII LLC,Paterson,215-217 16TH AVENUE,4210,39,449 EAST 18TH STREET,836,,37,F0733,12,CONDO UNIT 2,836 SF 2 BDRM,0.1154,3692.7,D3515,179,0,0,0,6,17500,65000,0,82500,82500,2021,0,0,449,S449,CONDOMINIUM (1 FL.),CM,04210    00039    C002 M
JCM PROPERTIES XII LLC,Paterson,33-35 HILLMAN STREET,119,40,449 EAST 18TH STREET,738,1935,37,A0019,11,CONDO UNIT 35-3,738 SF 2 BDRM,0.1148,2819.88,D3511,36,0,0,0,6,5700,57300,0,63000,63000,2021,0,0,104,S104,,D,00119    00040    C006 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN ST,3611,17,449 EAST 18TH STREET,0,,,D0526,11,30X99,2  F,0.0683,0,D3511,165,0,0,0,,0,0,0,0,0,2021,0,0,447,S447,,,03611    00017         M
JCM PROPERTIES XII LLC,Paterson,33-35 HILLMAN STREET,119,40,449 EAST 18TH STREET,738,1935,37,A0019,11,CONDO UNIT 35-2,738 SF 2 BDRM,0.1148,2819.88,D3511,36,0,0,0,6,5700,57300,0,63000,63000,2021,0,0,104,S104,,D,00119    00040    C005 M
JCM PROPERTIES XII LLC,Paterson,33-35 HILLMAN STREET,119,40,449 EAST 18TH STREET,690,1935,37,A0019,11,CONDO UNIT 35-1,690 SF 2 BDRM,0.1148,2676.65,D3511,36,0,0,0,6,5400,54400,0,59800,59800,2021,0,0,104,S104,,D,00119    00040    C004 M
JCM PROPERTIES XII LLC,Paterson,33-35 HILLMAN STREET,119,40,449 EAST 18TH STREET,738,1935,37,A0019,11,CONDO UNIT 33-3,738 SF 2 BDRM,0.1148,2819.88,D3511,36,0,0,0,6,5700,57300,0,63000,63000,2021,0,0,104,S104,,D,00119    00040    C003 M
JCM PROPERTIES XII LLC,Paterson,33-35 HILLMAN STREET,119,40,449 EAST 18TH STREET,738,1935,37,A0019,11,CONDO UNIT 33-2,738 SF 2 BDRM,0.1148,2819.88,D3511,36,0,0,0,6,5700,57300,0,63000,63000,2021,0,0,104,S104,,D,00119    00040    C002 M
JCM PROPERTIES XII LLC,Paterson,33-35 HILLMAN STREET,119,40,449 EAST 18TH STREET,690,1935,37,A0019,11,CONDO UNIT 33-1,690 SF 2 BDRM,0.1148,2676.65,D3511,36,0,0,0,6,5400,54400,0,59800,59800,2021,0,0,104,S104,,D,00119    00040    C001 M
JCM PROPERTIES XII LLC,Paterson,41 AUBURN STREET,3607,1,449 EAST 18TH STREET,961,1935,37,D0536,2,CONDO UNIT 2,961 SF 2 BDRM,0.057,3536.04,D3514,62,0,0,0,6,8300,70700,0,79000,79000,2021,0,0,401,S401,,D,03607    00001    C002 M
JCM PROPERTIES XII LLC,Paterson,41 AUBURN STREET,3607,1,449 EAST 18TH STREET,961,1935,37,D0536,2,CONDO UNIT 1,961 SF 3 BDRM,0.057,3536.04,D3514,62,0,0,0,6,8300,70700,0,79000,79000,2021,0,0,401,S401,,D,03607    00001    C001 M
JCM PROPERTIES XII LLC,Paterson,128-130 E MAIN ST,117,19,449 EAST 18TH STREET,525,,37,A0016,8,CONDO UNIT 130-3,525 SF 1 BDRM,0.1099,3204.82,D3514,118,0,0,0,6,7800,63800,0,71600,71600,2021,0,0,141,S141,CONDOMINIUM (1 FL.),CM,00117    00019    C006 M
JCM PROPERTIES XII LLC,Paterson,215-217 16TH AVENUE,4210,39,449 EAST 18TH STREET,631,,37,F0733,12,CONDO UNIT 4,631 SF 1 BDRM,0.1154,2940.73,D3515,179,0,0,0,6,13400,52300,0,65700,65700,2021,0,0,449,S449,CONDOMINIUM (1 FL.),CM,04210    00039    C004 M
JCM PROPERTIES XII LLC,Paterson,41 AUBURN STREET,3607,1,449 EAST 18TH STREET,638,1935,37,D0536,2,CONDO UNIT 3,638 SF 2 BDRM,0.057,2537.89,D3514,62,0,0,0,6,5400,51300,0,56700,56700,2021,0,0,401,S401,,D,03607    00001    C003 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,400,1925,37,D0526,11,CONDO UNIT 1,400 SF STUDIO,0.0683,1718.78,D3511,165,0,0,0,6,3100,35300,0,38400,38400,2021,0,0,401,S401,,D,03611    00017    C001 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,360,1925,37,D0526,11,CONDO UNIT 2,360 SF STUDIO,0.0683,1602.41,D3511,165,0,0,0,6,2900,32900,0,35800,35800,2021,0,0,401,S401,,D,03611    00017    C002 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,370,1925,37,D0526,11,CONDO UNIT 3,370 SF 1 BDRM,0.0683,1629.26,D3511,165,0,0,0,6,2900,33500,0,36400,36400,2021,0,0,401,S401,,D,03611    00017    C003 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,507,1925,37,D0526,11,CONDO UNIT 4,507 SF STUDIO,0.0683,2032.1,D3511,165,0,0,0,6,3900,41500,0,45400,45400,2021,0,0,401,S401,,D,03611    00017    C004 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,443,1925,37,D0526,11,CONDO UNIT 5,443 SF STUDIO,0.0683,1844.11,D3511,165,0,0,0,6,3400,37800,0,41200,41200,2021,0,0,401,S401,,D,03611    00017    C005 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,185,1925,37,D0526,11,CONDO UNIT 6,185 SF STUDIO,0.0683,872.82,D3511,165,0,0,0,6,1400,18100,0,19500,19500,2021,0,0,401,S401,,D,03611    00017    C006 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,162,1925,37,D0526,11,CONDO UNIT 7,162 SF STUDIO,0.0683,760.92,D3511,165,0,0,0,6,1200,15800,0,17000,17000,2021,0,0,401,S401,,D,03611    00017    C007 M
JCM PROPERTIES XII LLC,Paterson,83-85 AUBURN STREET,3611,17,449 EAST 18TH STREET,750,1925,37,D0526,11,CONDO UNIT 8,750 SF 2 BDRM,0.0683,2739.31,D3511,165,0,0,0,6,5800,55400,0,61200,61200,2021,0,0,401,S401,,D,03611    00017    C008 M
"JCM PROPERTIES XII, LLC",Paterson,130 12TH AVENUE,3515,15,449 EAST 18TH STREET,600,,37,E0599,4,CONDO UNIT 6,600 SF 2 BDRM,0.0574,3504.71,D3514,230,0,0,0,6,8100,70200,0,78300,78300,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03515    00015    C006 M
"JCM PROPERTIES XII, LLC",Paterson,130 12TH AVENUE,3515,15,449 EAST 18TH STREET,723,,37,E0599,4,CONDO UNIT 5,723 SF 2 BDRM,0.0574,4073.16,D3514,230,0,0,0,6,10200,80800,0,91000,91000,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03515    00015    C005 M
"JCM PROPERTIES XII, LLC",Paterson,130 12TH AVENUE,3515,15,449 EAST 18TH STREET,723,,37,E0599,4,CONDO UNIT 4,723 SF 2 BDRM,0.0574,4073.16,D3514,230,0,0,0,6,10200,80800,0,91000,91000,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03515    00015    C004 M
"JCM PROPERTIES XII, LLC",Paterson,130 12TH AVENUE,3515,15,449 EAST 18TH STREET,600,,37,E0599,4,CONDO UNIT 3,600 SF 2 BDRM,0.0574,3504.71,3514,230,0,0,0,6,8100,70200,0,78300,78300,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03515    00015    C003 M
"JCM PROPERTIES XII, LLC",Paterson,130 12TH AVENUE,3515,15,449 EAST 18TH STREET,723,,37,E0599,4,CONDO UNIT 2,723 SF 2 BDRM,0.0574,4073.16,D3514,230,0,0,0,6,10200,80800,0,91000,91000,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03515    00015    C002 M
"JCM PROPERTIES XII, LLC",Paterson,130 12TH AVENUE,3515,15,449 EAST 18TH STREET,497,,37,E0599,4,CONDO UNIT 1,497 SF 1 BDRM,0.0574,3061.58,D3514,230,0,0,0,6,7000,61400,0,68400,68400,2021,0,0,447,S447,CONDOMINIUM (1 FL.),CM,03515    00015    C001 M
JCM PROPERTIES XIII LLC,Paterson,470-472 10TH AVENUE,8311,3,449 EAST 18TH STREET,715,,37,L1593,2,CONDO UNIT 1,715 SF 2 BDRM,0.076,3428.62,D3535,159,1,0,7660000,6,5900,70700,0,76600,76600,2021,0,0,705,S705,CONDOMINIUM (1 FL.),CM,08311    00003    C001 M
JCM PROPERTIES XIII LLC,Paterson,470-472 10TH AVENUE,8311,3,449 EAST 18TH STREET,840,,37,L1593,2,CONDO UNIT 3,840 SF 3 BDRM,0.076,3898.6,D3535,159,1,0,8710000,6,6900,80200,0,87100,87100,2021,0,0,705,S705,CONDOMINIUM (1 FL.),CM,08311    00003    C003 M
JCM PROPERTIES XIII LLC,Paterson,470-472 10TH AVENUE,8311,3,449 EAST 18TH STREET,1024,,37,L1593,2,CONDO UNIT 4,1024 SF 3 BDRM,0.076,4601.33,D3535,159,1,0,10280000,6,8700,94100,0,102800,102800,2021,0,0,705,S705,CONDOMINIUM (1 FL.),CM,08311    00003    C004 M
JCM PROPERTIES XIII LLC,Paterson,470-472 10TH AVENUE,8311,3,449 EAST 18TH STREET,840,,37,L1593,2,CONDO UNIT 5,840 SF 3 BDRM,0.076,3898.6,D3535,159,1,0,8710000,6,6900,80200,0,87100,87100,2021,0,0,705,S705,CONDOMINIUM (1 FL.),CM,08311    00003    C005 M
JCM PROPERTIES XIII LLC,Paterson,470-472 10TH AVENUE,8311,3,449 EAST 18TH STREET,1024,,37,L1593,2,CONDO UNIT 6,1024 SF 3 BDRM,0.076,4601.33,D3535,159,1,0,10280000,6,8700,94100,0,102800,102800,2021,0,0,705,S705,CONDOMINIUM (1 FL.),CM,08311    00003    C006 M
"JCM PROPERTIES XIII, LLC",Paterson,23-25 HILLMAN ST,119,44,7822 BERGENLINE AVENUE,1552,1897,,A0019,7,50X100,2  F 2G,0.115,3638.99,D3134,145,0,25,0,42,25300,56000,0,81300,81300,2021,0,0,104,S104,COLONIAL,CL,00119    00044         M
"JCM PROPERTIES XIII, LLC",Paterson,32 WATSON ST,122,4,7822 BERGENLINE AVENUE,1456,1930,45,A0022,23,24 X 78,2  F,0.043,5268.25,D3134,145,0,0,0,42,14400,103300,0,117700,117700,2021,0,0,103,S103,COLONIAL,CL,00122    00004         M
"JCM PROPERTIES XIII, LLC",Paterson,8-10 N 3RD ST,305,9,7822 BERGENLINE AVENUE,1936,1900,45,A0061,13,62X74,2  F 3G,0.101,7707.67,D3134,145,0,0,0,42,41000,131200,0,172200,172200,2021,0,0,101,S101,COLONIAL,CL,00305    00009         M
"JCM PROPERTIES XIII, LLC",Paterson,129 N 4TH STREET,504,24,7822 BERGENLINE AVENUE,1900,,45,A0093,48,25X50,2F,0.032,5156.35,D3134,15,0,0,0,42,26700,88500,0,115200,115200,2021,0,0,101,S101,COLONIAL,CL,00504    00024         M
"JCM PROPERTIES XIII, LLC",Paterson,155 N 3RD ST,505,14,7822 BERGENLINE AVENUE,2015,,45,A0094,32,25X100,2  F,0.057,6463.34,D3134,145,0,0,0,42,31900,112500,0,144400,144400,2021,0,0,101,S101,COLONIAL,CL,00505    00014         M
"JCM PROPERTIES XIII, LLC",Paterson,130 N 4TH ST,505,30,7822 BERGENLINE AVENUE,1710,,45,A0094,16,25X100,1.5F,0.057,5478.62,D3134,145,0,26,0,42,31900,90500,0,122400,122400,2021,0,0,101,S101,COLONIAL,CL,00505    00030         M
"JCM PROPERTIES XIII, LLC",Paterson,788 E 18TH STREET,4108,12,449 EAST 18TH STREET,0,,,F0738,17,,,0,4440.19,D3536,57,0,0,0,,0,0,0,0,0,2021,0,0,403,S403,,,04108    00012    C001 M
"JCM PROPERTIES XIII, LLC",Paterson,788 E 18TH STREET,4108,12,449 EAST 18TH STREET,0,,37,F0738,17,,,0,4440.19,D3536,57,0,0,0,6,0,0,0,0,0,2021,0,0,403,S403,CONDOMINIUM (1 FL.),CM,04108    00012    C002 M
"JCM PROPERTIES XIII, LLC",Paterson,788 E 18TH STREET,4108,12,449 EAST 18TH STREET,0,,,F0738,17,,,0,4440.19,D3536,57,0,0,0,,0,0,0,0,0,2021,0,0,403,S403,,,04108    00012    C003 M
JCM PROPERTIES XIV LLC,Paterson,107 E MAIN ST,106,4,449 EAST 18TH STREET,1593,1877,,A0017,8,25X82,3  F,0.053,0,D3536,1,1,25,0,42,0,0,0,0,0,2021,0,0,103,S103,COLONIAL,CL,00106    00004         M
JCM PROPERTIES XIV LLC,Paterson,193-195 GOVERNOR ST,3211,39,441-449 E 18TH ST,590,,37,D0587,27,CONDO UNIT 3,590 SF 1 BDRM,0.0861,3357,3803,27,1,3,7500000,6,5600,69400,0,75000,75000,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03211    00039    C003 M
JCM PROPERTIES XIV LLC,Paterson,193-195 GOVERNOR ST,3211,39,441-449 E 18TH ST,1200,,37,D0587,27,CONDO UNIT 2,1200 SF 4 BDRM,0.0861,5953.08,3803,27,1,3,13300000,6,11100,121900,0,133000,133000,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03211    00039    C002 M
JCM PROPERTIES XIV LLC,Paterson,193-195 GOVERNOR ST,3211,39,441-449 E 18TH ST,1200,,37,D0587,27,CONDO UNIT 1,1200 SF 4 BDRM,0.0861,5953.08,3803,27,1,3,13300000,6,11100,121900,0,133000,133000,2021,0,0,401,S401,CONDOMINIUM (1 FL.),CM,03211    00039    C001 M
JCM PROPERTIES XIV LLC,Paterson,331 HAMILTON AVE,3507,31,441-449 E 18TH ST,2330,,45,E0603,33,25X100,2  F,0.057,7264.55,3803,34,1,3,16230000,42,21900,140400,0,162300,162300,2021,0,0,401,S401,COLONIAL,CL,03507    00031         M
JCM PROPERTIES XIV LLC,Paterson,109 N MAIN STREET,210,27,449 EAST 18TH STREET,372,,37,A0033,40,CONDO UNIT 1,372 SF STUDIO,0.0865,2457.32,D3535,103,0,0,0,6,5700,49200,0,54900,54900,2021,0,0,102,S102,CONDOMINIUM (1 FL.),CM,00210    00027    C001 M
JCM PROPERTIES XIV LLC,Paterson,109 N MAIN STREET,210,27,449 EAST 18TH STREET,659,,37,A0033,40,CONDO UNIT 2,659 SF 2 BDRM,0.0865,3724.03,D3535,103,0,0,0,6,9800,73400,0,83200,83200,2021,0,0,102,S102,CONDOMINIUM (1 FL.),CM,00210    00027    C002 M
JCM PROPERTIES XIV LLC,Paterson,109 N MAIN STREET,210,27,449 EAST 18TH STREET,372,,37,A0033,40,CONDO UNIT 3,372 SF STUDIO,0.0865,2457.32,D3535,103,0,0,0,6,5700,49200,0,54900,54900,2021,0,0,102,S102,CONDOMINIUM (1 FL.),CM,00210    00027    C003 M
"JCM PROPERTIES XIV, LLC",Paterson,34 HILLMAN ST,118,13,7822 BERGENLINE AVENUE,0,,,A0018,28.B,25X100,2 F,0.057,1132.43,D3178,142,0,25,0,42,16200,9100,0,25300,25300,2021,0,0,104,S104,COLONIAL,CL,00118    00013         M
"JCM PROPERTIES XIV, LLC",Paterson,35 WATSON ST,124,17,175 BROADWAY,880,1887,16,A0023,4,25X100,2  F,0.057,2336.47,D3178,158,0,25,0,1,16600,35600,0,52200,52200,2021,0,0,103,S103,COLONIAL,CL,00124    00017         M
"JCM PROPERTIES XIV, LLC",Paterson,109 N MAIN ST,210,27,449 EAST 18TH STREET,2360,1877,,A0033,40,31X125,2  F,0.087,0,D3535,103,0,25,0,42,0,0,0,0,0,2021,0,0,102,S102,COLONIAL,CL,00210    00027         M
"JCM PROPERTIES XIV, LLC",Paterson,117 REDWOOD AVE,908,9,7822 BERGENLINE AVENUE,0,,,B0142,39,25X100,1  F,0.0573,7152.65,D3178,158,0,0,0,,46600,113200,0,159800,159800,2021,0,0,205,S205,,,00908    00009         M
"JCM PROPERTIES XIV, LLC",Paterson,318-320 GOVERNOR ST,3504,2,7822 BERGENLINE AVENUE,1935,,45,D0590,2,35X56,2  F,0.051,6548.39,D3178,158,0,26,0,42,14400,131900,0,146300,146300,2021,0,0,401,S401,COLONIAL,CL,03504    00002         M
"JCM PROPERTIES XIV, LLC",Paterson,192 12TH AVE,3506,17,7822 BERGENLINE AVENUE,1918,,10,E0602,11,25X100,2  F,0.057,3835.93,D3178,158,0,0,0,42,15000,70700,0,85700,85700,2021,0,0,401,S401,COLONIAL,CL,03506    00017         M
"JCM PROPERTIES XIV, LLC",Paterson,109 N MAIN STREET,210,27,449 EAST 18TH STREET,679,,37,A0033,40,CONDO UNIT 4,679 SF 3 BDRM,0.0865,3813.55,D3535,103,0,0,0,6,10100,75100,0,85200,85200,2021,0,0,102,S102,CONDOMINIUM (1 FL.),CM,00210    00027    C004 M
"JCM PROPERTIES XIV,LLC",Paterson,67-69 N 3RD ST,411,4,7822 BERGENLINE AVENUE,2411,,45,A0077,15,45X100,2  F,0.103,7779.29,D3178,158,0,26,0,42,41400,132400,0,173800,173800,2021,0,0,101,S101,COLONIAL,CL,00411    00004         M
JCM PROPERTIES XIX LLC,Paterson,138 16TH AVE,4212,8,449 E 18TH ST,1610,,10,F0725,18,25X98,2   F,0.057,5962.03,3543,181,1,3,13320000,42,17200,116000,0,133200,133200,2021,0,0,403,S403,COLONIAL,CL,04212    00008         M
JCM PROPERTIES XLLL LLC,Paterson,470-472 1OTH AVENUE,8311,3,449 EAST 18TH STREET,992,,37,L1593,2,CONDO UNIT 2,992 SF 2 BDRM,0.076,3504.71,D3535,159,1,0,7830000,6,8200,70100,0,78300,78300,2021,0,0,705,S705,CONDOMINIUM (1 FL.),CM,08311    00003    C002 M
"JCM PROPERTIES XV, LLC",Paterson,12-14 PEARL ST,4317,3,449 EAST 18TH STREET,1796,,45,G0813,21,26 X 72.5,,0.042,7112.36,D3218,165,10,13,1589000,42,18600,140300,0,158900,158900,2021,0,0,403,S403,SEMI-DET/ROW,DX,04317    00003         M
JCM PROPERTIES XVI LLC,Paterson,105 E MAIN ST,106,5,7822 BERGENLIN AVENUE,2278,1873,45,A0017,7,29X101,2.5F 2G,0.074,6624.48,D3313,52,0,31,0,42,17400,130600,0,148000,148000,2021,0,0,103,S103,COLONIAL,CL,00106    00005         M
JCM PROPERTIES XVI LLC,Paterson,121 N MAIN ST,210,21,175 BROADWAY,1518,1862,45,A0033,45,22X100,2  F,0.052,3638.99,D3313,52,0,0,0,42,19500,61800,0,81300,81300,2021,0,0,102,S102,COLONIAL,CL,00210    00021         M
JCM PROPERTIES XVI LLC,Paterson,33 STOUT ST,214,7,7822 BERGENLINE AVE,1522,1800,45,A0040,4,35X52,2  F,0.041,6866.18,3313,52,1,3,15340000,42,16900,136500,0,153400,153400,2021,0,0,102,S102,COLONIAL,CL,00214    00007         M
JCM PROPERTIES XVI LLC,Paterson,101 N 4TH ST,408,7,782 BERGENLINE AVENUE,1522,,45,A0074,16,25X100,2  F,0.057,6185.83,D3313,52,110000,26,125.6363636,42,31900,106300,0,138200,138200,2021,0,0,101,S101,COLONIAL,CL,00408    00007         M
JCM PROPERTIES XVI LLC,Paterson,35-39 RYLE AVE,605,20,7822 BERGENLINE AVENUE,7582,,,B0107,3,75X100,2  B 4G,0.1733,23476.62,D3313,52,0,0,0,,113200,411300,0,524500,524500,2021,0,0,143,S143,,,00605    00020         M
JCM PROPERTIES XVI LLC,Paterson,116 HIGHLAND ST,2911,37,7822 BERGENLINE AVENUE,2237,1900,45,C0435,22.A,21X100,2F,0.057,7363.02,D3313,52,0,40,0,42,19200,145300,0,164500,164500,2021,0,0,402,S402,COLONIAL,CL,02911    00037         M
JCM PROPERTIES XVI LLC,Paterson,12-14 N YORK ST,2917,27,449 EAST 18TH STREET,1052,,16,C0436,38,20X100,1.7F,0.046,4028.4,D3313,52,0,0,0,1,21500,68500,0,90000,90000,2021,0,0,402,S402,COLONIAL,CL,02917    00027         M
JCM PROPERTIES XVI LLC,Paterson,56 N YORK ST,2918,6,7822 BERGENLINE AVE,1772,,45,C0447,8,25X100,2  F,0.057,4050.78,3313,52,1,3,9050000,42,19200,71300,0,90500,90500,2021,0,0,402,S402,COLONIAL,CL,02918    00006         M
JCM PROPERTIES XVI LLC,Paterson,126 12TH AVE,3515,13,7822 BERGENLINE AVENUE,2196,,45,E0599,6,25X100,,0.057,8652.11,D3313,52,0,40,0,42,21900,171400,0,193300,193300,2021,0,0,401,S401,COLONIAL,CL,03515    00013         M
JCM PROPERTIES XVI LLC,Paterson,13-15 GODWIN AVE,3605,24,7822 BERGENLINE AVENUE,2659,,45,D0533,23,25X101,2  F,0.058,8589.44,D3313,52,0,40,0,42,19800,172100,0,191900,191900,2021,0,0,401,S401,COLONIAL,CL,03605    00024         M
JCM PROPERTIES XVI LLC,Paterson,150 20TH AVE,6301,18,7822 BERGENLINE AVENUE,1725,,45,J1160,33,25X80,2  F,0.046,6047.08,D3313,52,0,0,0,42,18500,116600,0,135100,135100,2021,0,0,403,S403,COLONIAL,CL,06301    00018         M
JCM PROPERTIES XVI LLC,Paterson,65 BEECH ST,6304,11,7822 BERGENLINE AVENUE,1706,,45,J1147,7,25X100,2   F,0.057,5187.68,D3313,52,0,0,0,42,15300,100600,0,115900,115900,2021,0,0,403,S403,COLONIAL,CL,06304    00011         M
"JCM PROPERTIES XVI LLC,",Paterson,167 N MAIN ST,112,10,7822 BERGENLINE AVENUE,2324,1902,45,A0004,28,25X92,2  F,0.053,7036.27,D3313,52,0,26,0,42,18700,138500,0,157200,157200,2021,0,0,102,S102,COLONIAL,CL,00112    00010         M
"JCM PROPERTIES XVI LLC,",Paterson,96 E MAIN ST,119,30,7822 BERGENLINE AVENUE,2234,1887,45,A0019,21,25X65,2.75F,0.038,3809.08,D3313,52,0,0,0,42,12200,72900,0,85100,85100,2021,0,0,103,S103,COLONIAL,CL,00119    00030         M
"JCM PROPERTIES XVI LLC,",Paterson,25 GARFIELD AVE,201,29,7822 BERGENLINE AVENUE,1820,1884,45,A0027,25,25X100,2  F,0.057,4346.2,D3313,52,0,26,0,42,31900,65200,0,97100,97100,2021,0,0,101,S101,COLONIAL,CL,00201    00029         M
"JCM PROPERTIES XVI LLC,",Paterson,86-88 N 6TH ST,407,13,7822 BERGENLINE AVENUE,2236,,45,A0073,10,37X100,2  F,0.086,7922.52,D3313,52,0,26,0,43,37800,139200,0,177000,177000,2021,0,0,101,S101,COLONIAL,CL,00407    00013         M
"JCM PROPERTIES XVI LLC,",Paterson,88-90 N 4TH ST,409,18,7822 BERGENLINE AVENUE,1892,,45,A0075,14,37X100,2  F,0.086,6767.71,D3313,52,0,0,0,42,37800,113400,0,151200,151200,2021,0,0,101,S101,COLONIAL,CL,00409    00018         M
"JCM PROPERTIES XVI LLC,",Paterson,145 CLINTON ST,412,4,7822 BERGENLINE AVENUE,1350,,45,A0078,17,22X84,2  F,0.042,5286.16,D3313,52,0,40,0,42,28800,89300,0,118100,118100,2021,0,0,101,S101,COLONIAL,CL,00412    00004         M
"JCM PROPERTIES XVI LLC,",Paterson,144 PUTNAM ST,2921,7,7822 BERGENLINE AVENUE,1914,,45,C0440,10,25X100,2  F,0.057,8343.26,D3313,527,0,26,0,43,19200,167200,0,186400,186400,2021,0,0,402,S402,,3C,02921    00007         M
"JCM PROPERTIES XVI LLC,",Paterson,25 N YORK ST,2923,12,7822 BERGENLINE AVENUE,2326,,45,C0437,10,25X144,2  F 2G,0.083,7788.24,D3313,52,0,40,0,43,29600,144400,0,174000,174000,2021,0,0,402,S402,COLONIAL,CL,02923    00012         M
"JCM PROPERTIES XVI LLC,",Paterson,66 WARREN ST,3005,4,7822 BERGENLINE AVENUE,1711,1900,47,C0489,6,25X131,2  F,0.075,6825.9,D3313,52,0,40,0,42,19500,133000,0,152500,152500,2021,0,0,402,S402,COLONIAL,CL,03005    00004         M
"JCM PROPERTIES XVI LLC,",Paterson,63 MONTGOMERY ST,3108,9,7822 BERGENLINE AVENUE,1560,1900,45,D0554,13,25X100,2  F,0.057,5241.4,D3313,52,0,0,0,42,15300,101800,0,117100,117100,2021,0,0,401,S401,COLONIAL,CL,03108    00009         M
"JCM PROPERTIES XVI LLC,",Paterson,267 GOVERNOR ST,3209,17,7822 BERGENLINE AVENUE,2662,,45,D0581,32,25X100,2  F,0.057,8504.4,D3313,52,0,31,0,42,21900,168100,0,190000,190000,2021,0,0,401,S401,COLONIAL,CL,03209    00017         M
"JCM PROPERTIES XVI LLC,",Paterson,182-186 LAWRENCE PL,3213,10,7822 BERGENLINE AVENUE,2066,,45,D0585,4,32X100,2  F 2G,0.073,7756.91,D3313,52,0,0,0,42,22700,150600,0,173300,173300,2021,0,0,401,S401,COLONIAL,CL,03213    00010         M
"JCM PROPERTIES XVI LLC,",Paterson,162 12TH AVE,3506,6,7822 BERGENLINE AVENUE,1974,,45,E0602,22,25X100,2  F,0.057,7148.17,D3313,52,0,0,0,42,19700,140000,0,159700,159700,2021,0,0,401,S401,COLONIAL,CL,03506    00006         M
